complaint_id,complainant_ethnicity,complainant_gender,complainant_age_incident,fado_type,allegation,precinct,board_disposition
22368,Black,Male,15.0,Abuse of Authority,Property damaged,73.0,Unsubstantiated
5788,Black,Female,33.0,Abuse of Authority,Vehicle stop,101.0,Exonerated
5788,Black,Female,33.0,Force,Physical force,101.0,Exonerated
5788,Black,Female,33.0,Discourtesy,Word,101.0,Unsubstantiated
18006,Black,Female,34.0,Abuse of Authority,Threat of arrest,73.0,Unsubstantiated
22368,Black,Male,15.0,Force,Hit against inanimate object,73.0,Exonerated
22368,Black,Male,15.0,Abuse of Authority,Stop,73.0,Exonerated
22368,Black,Male,15.0,Discourtesy,Word,73.0,Unsubstantiated
37244,Black,Male,60.0,Discourtesy,Word,79.0,Substantiated (Command Discipline A)
33056,Other Race,Male,32.0,Discourtesy,Word,84.0,Unsubstantiated
33056,Other Race,Male,32.0,Abuse of Authority,Retaliatory summons,84.0,Substantiated (Command Discipline A)
33056,Other Race,Male,32.0,Abuse of Authority,Other,84.0,Substantiated (Formalized Training)
15930,Hispanic,Male,18.0,Force,Hit against inanimate object,67.0,Unsubstantiated
15930,Hispanic,Male,18.0,Abuse of Authority,Search (of person),67.0,Unsubstantiated
15930,Hispanic,Male,18.0,Abuse of Authority,Retaliatory summons,67.0,Substantiated (Charges)
41711,Black,Male,28.0,Abuse of Authority,Refusal to obtain medical treatment,75.0,Unsubstantiated
9580,Hispanic,Male,22.0,Force,Physical force,33.0,Unsubstantiated
9580,Hispanic,Male,22.0,Force,Hit against inanimate object,33.0,Unsubstantiated
9580,Hispanic,Male,22.0,Abuse of Authority,Question and/or stop,33.0,Exonerated
9580,Hispanic,Male,22.0,Discourtesy,Word,33.0,Unsubstantiated
13476,White,Male,78.0,Abuse of Authority,Stop,33.0,Exonerated
13861,Black,Male,39.0,Abuse of Authority,Stop,33.0,Exonerated
17658,Hispanic,Male,35.0,Abuse of Authority,Vehicle search,46.0,Unsubstantiated
17658,Hispanic,Male,35.0,Abuse of Authority,Frisk,46.0,Unsubstantiated
17923,Black,Male,49.0,Abuse of Authority,Vehicle stop,46.0,Exonerated
17923,Black,Male,49.0,Abuse of Authority,Vehicle search,46.0,Substantiated (Command Discipline)
18803,Black,Female,26.0,Discourtesy,Other,45.0,Unsubstantiated
19587,Black,Male,34.0,Abuse of Authority,Vehicle search,46.0,Exonerated
19811,Black,Female,19.0,Abuse of Authority,Stop,46.0,Substantiated (Command Discipline)
19902,Black,Male,33.0,Abuse of Authority,Stop,46.0,Substantiated (No Recommendations)
19902,Black,Male,33.0,Abuse of Authority,Retaliatory summons,46.0,Substantiated (No Recommendations)
19902,Black,Male,33.0,Abuse of Authority,Search (of person),46.0,Unsubstantiated
20644,Black,Male,39.0,Abuse of Authority,Stop,46.0,Exonerated
21064,Hispanic,Male,34.0,Abuse of Authority,Question,46.0,Substantiated (Charges)
22535,Hispanic,Male,26.0,Abuse of Authority,Search (of person),46.0,Unsubstantiated
22535,Hispanic,Male,26.0,Abuse of Authority,Vehicle search,46.0,Unsubstantiated
22796,Hispanic,Male,24.0,Abuse of Authority,Vehicle stop,46.0,Unsubstantiated
22796,Hispanic,Male,24.0,Abuse of Authority,Vehicle search,46.0,Unsubstantiated
22796,Hispanic,Male,24.0,Abuse of Authority,Frisk,46.0,Unsubstantiated
22796,Hispanic,Male,24.0,Abuse of Authority,Search (of person),46.0,Unsubstantiated
23659,Hispanic,Male,51.0,Abuse of Authority,Strip-searched,46.0,Unsubstantiated
23873,Hispanic,Male,37.0,Discourtesy,Word,46.0,Unsubstantiated
23873,Hispanic,Male,37.0,Abuse of Authority,Stop,46.0,Unsubstantiated
24674,Hispanic,Male,22.0,Abuse of Authority,Strip-searched,46.0,Unsubstantiated
24674,Hispanic,Male,23.0,Force,Physical force,46.0,Unsubstantiated
20644,Black,Male,39.0,Abuse of Authority,Search (of person),46.0,Unsubstantiated
13398,Black,Female,44.0,Abuse of Authority,Vehicle search,84.0,Exonerated
13746,White,Male,22.0,Force,Physical force,84.0,Unsubstantiated
13746,White,Male,22.0,Abuse of Authority,Threat of force (verbal or physical),84.0,Unsubstantiated
28711,Black,Male,44.0,Force,Physical force,14.0,Unsubstantiated
28711,Black,Male,44.0,Offensive Language,Sexual orientation,14.0,Substantiated (Command Discipline)
32948,Black,Male,23.0,Abuse of Authority,Question,14.0,Exonerated
32948,Black,Male,23.0,Abuse of Authority,Threat of arrest,14.0,Unsubstantiated
32948,Black,Male,23.0,Discourtesy,Word,14.0,Unsubstantiated
32948,Black,Male,23.0,Abuse of Authority,Stop,14.0,Exonerated
35212,White,Male,51.0,Discourtesy,Word,1.0,Unsubstantiated
35212,White,Male,51.0,Force,Physical force,1.0,Unsubstantiated
35212,White,Male,51.0,Abuse of Authority,Threat of force (verbal or physical),1.0,Unsubstantiated
35212,White,Male,51.0,Abuse of Authority,Search (of person),1.0,Unsubstantiated
36822,Asian,Female,36.0,Discourtesy,Word,14.0,Unsubstantiated
36822,Asian,Female,36.0,Abuse of Authority,Refusal to obtain medical treatment,14.0,Unsubstantiated
38116,Black,Male,42.0,Discourtesy,Word,1.0,Substantiated (Command Discipline A)
38116,Black,Male,42.0,Abuse of Authority,Threat to damage/seize property,1.0,Substantiated (Command Discipline A)
38136,Hispanic,Male,26.0,Abuse of Authority,Threat of arrest,1.0,Unsubstantiated
38136,Hispanic,Male,26.0,Abuse of Authority,Interference with recording,1.0,Substantiated (Charges)
38136,Hispanic,Male,26.0,Abuse of Authority,Frisk,1.0,Substantiated (Charges)
38139,Black,Female,21.0,Force,Physical force,81.0,Unsubstantiated
38139,Black,Female,21.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
38139,Black,Male,35.0,Discourtesy,Word,81.0,Unsubstantiated
38139,Black,Male,35.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Substantiated (Command Lvl Instructions)
39531,Black,Female,21.0,Abuse of Authority,Threat of force (verbal or physical),84.0,Substantiated (Command Discipline A)
39531,Black,Female,22.0,Abuse of Authority,Interference with recording,84.0,Exonerated
39531,Black,Female,22.0,Abuse of Authority,Threat of arrest,84.0,Unsubstantiated
39531,Black,Female,22.0,Discourtesy,Word,84.0,Unsubstantiated
39531,Black,Female,22.0,Discourtesy,Word,84.0,Unsubstantiated
4467,Black,Male,31.0,Force,Physical force,83.0,Substantiated (Charges)
4904,Hispanic,Male,20.0,Abuse of Authority,Question and/or stop,90.0,Exonerated
38917,Black,Male,55.0,Force,Nonlethal restraining device,40.0,Substantiated (Charges)
19334,Black,Male,32.0,Force,Physical force,30.0,Exonerated
19683,White,Male,25.0,Abuse of Authority,Stop,19.0,Substantiated (Charges)
21773,Black,Male,25.0,Discourtesy,Word,23.0,Unsubstantiated
21773,Black,Male,25.0,Abuse of Authority,Search (of person),23.0,Unsubstantiated
21773,Black,Male,25.0,Force,Physical force,23.0,Unsubstantiated
21773,Black,Male,25.0,Force,Chokehold,23.0,Unsubstantiated
21773,Black,Male,25.0,Abuse of Authority,Stop,23.0,Unsubstantiated
21773,Black,Male,25.0,Abuse of Authority,Frisk,23.0,Unsubstantiated
21773,Black,Male,25.0,Abuse of Authority,Refusal to provide name/shield number,23.0,Unsubstantiated
23778,Black,Male,26.0,Force,Physical force,32.0,Exonerated
5275,White,Male,28.0,Abuse of Authority,Retaliatory summons,61.0,Exonerated
11009,Black,Male,25.0,Discourtesy,Word,84.0,Substantiated (Charges)
11009,Black,Male,25.0,Force,Physical force,84.0,Substantiated (Charges)
29831,Black,Male,17.0,Force,Physical force,40.0,Substantiated (Command Discipline B)
34352,Hispanic,Male,42.0,Discourtesy,Word,40.0,Unsubstantiated
34352,Hispanic,Male,42.0,Force,Physical force,40.0,Exonerated
34352,Hispanic,Male,,Abuse of Authority,Refusal to provide name/shield number,40.0,Unsubstantiated
34352,Hispanic,Male,,Force,Gun Pointed,40.0,Unsubstantiated
34458,Black,Male,32.0,Force,Pepper spray,40.0,Substantiated (Charges)
34458,Black,Male,32.0,Force,Other,40.0,Unsubstantiated
34458,Black,Male,32.0,Force,Physical force,40.0,Unsubstantiated
36375,Hispanic,Male,50.0,Force,Physical force,40.0,Substantiated (Charges)
31004,Hispanic,Female,36.0,Force,Physical force,60.0,Unsubstantiated
6769,Black,Male,29.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Substantiated (Charges)
26319,Black,Male,56.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Charges)
18941,White,Male,37.0,Abuse of Authority,Stop,84.0,Substantiated (Charges)
32228,Black,Male,17.0,Force,Chokehold,84.0,Substantiated (Charges)
32228,Black,Male,17.0,Force,Other,84.0,Substantiated (Charges)
32228,Black,Male,17.0,Force,Physical force,84.0,Unsubstantiated
32228,Black,Male,17.0,Abuse of Authority,Property damaged,84.0,Substantiated (Charges)
32228,Black,Male,17.0,Discourtesy,Demeanor/tone,84.0,Unsubstantiated
18941,White,Male,37.0,Discourtesy,Word,84.0,Substantiated (Charges)
26445,White,Male,30.0,Abuse of Authority,Question,66.0,Exonerated
32228,Black,Male,17.0,Abuse of Authority,Threat of force (verbal or physical),84.0,Unsubstantiated
26634,Black,Male,39.0,Discourtesy,Word,71.0,Unsubstantiated
26634,Black,Male,39.0,Abuse of Authority,Refusal to provide name/shield number,71.0,Unsubstantiated
34735,Black,Male,27.0,Abuse of Authority,Threat of force (verbal or physical),71.0,Exonerated
34735,Black,Male,27.0,Discourtesy,Word,71.0,Substantiated (Charges)
34735,Black,Male,27.0,Force,Physical force,71.0,Substantiated (Charges)
34735,Black,Male,27.0,Discourtesy,Word,71.0,Substantiated (Charges)
34735,Black,Male,27.0,Abuse of Authority,Stop,71.0,Substantiated (Charges)
7896,White,Male,20.0,Discourtesy,Word,84.0,Unsubstantiated
12189,Asian,Male,16.0,Abuse of Authority,Question and/or stop,88.0,Exonerated
12189,Asian,Male,16.0,Force,Physical force,88.0,Exonerated
15650,Asian,Male,17.0,Abuse of Authority,Threat of arrest,88.0,Exonerated
15717,Black,Male,19.0,Abuse of Authority,Question,84.0,Exonerated
15717,Black,Male,19.0,Force,Physical force,84.0,Unsubstantiated
15717,Black,Male,19.0,Abuse of Authority,Stop,84.0,Exonerated
36748,Asian,Male,66.0,Offensive Language,Ethnicity,84.0,Unsubstantiated
39150,Black,Male,50.0,Abuse of Authority,Interference with recording,84.0,Exonerated
39150,Black,Male,50.0,Abuse of Authority,Vehicle search,84.0,Exonerated
39150,Black,Male,50.0,Discourtesy,Word,84.0,Unsubstantiated
39150,Black,Male,50.0,Discourtesy,Word,84.0,Substantiated (Command Lvl Instructions)
39155,Black,Male,57.0,Abuse of Authority,Threat to damage/seize property,84.0,Unsubstantiated
39155,Black,Male,57.0,Abuse of Authority,Threat of arrest,84.0,Unsubstantiated
39379,Black,Female,49.0,Abuse of Authority,Threat of arrest,84.0,Unsubstantiated
39379,Black,Male,57.0,Abuse of Authority,Vehicle stop,84.0,Exonerated
39379,Black,Male,57.0,Abuse of Authority,Threat of arrest,84.0,Unsubstantiated
10724,Hispanic,Male,24.0,Abuse of Authority,Frisk,79.0,Exonerated
10724,Hispanic,Male,24.0,Abuse of Authority,Question and/or stop,79.0,Exonerated
12840,White,Male,52.0,Abuse of Authority,Threat of arrest,14.0,Substantiated (Charges)
12840,White,Male,52.0,Discourtesy,Word,14.0,Substantiated (Charges)
13328,Hispanic,Female,33.0,Abuse of Authority,Threat of force (verbal or physical),84.0,Exonerated
13328,Hispanic,Female,33.0,Force,Physical force,84.0,Exonerated
30788,Black,Female,31.0,Abuse of Authority,Strip-searched,79.0,Substantiated (Charges)
20181,Black,Male,40.0,Abuse of Authority,Retaliatory arrest,88.0,Substantiated (Command Discipline)
37825,Other Race,Male,34.0,Force,Hit against inanimate object,71.0,Exonerated
37825,Other Race,Male,34.0,Force,Physical force,71.0,Unsubstantiated
37825,Other Race,Male,34.0,Discourtesy,Word,71.0,Unsubstantiated
37825,Other Race,Male,34.0,Force,Physical force,71.0,Unsubstantiated
3872,Black,Male,42.0,Abuse of Authority,Person Searched,73.0,Substantiated (Instructions)
5092,Black,Female,16.0,Force,Hit against inanimate object,71.0,Unsubstantiated
5092,Black,Female,16.0,Discourtesy,Word,71.0,Unsubstantiated
25190,Black,Male,25.0,Discourtesy,Word,5.0,Unsubstantiated
12433,Black,Male,51.0,Abuse of Authority,Vehicle stop,1.0,Substantiated (Charges)
40299,Black,Male,36.0,Abuse of Authority,Refusal to provide name,14.0,Unsubstantiated
12433,Black,Male,51.0,Abuse of Authority,Threat of force (verbal or physical),1.0,Substantiated (Charges)
12433,Black,Male,51.0,Abuse of Authority,Refusal to provide name/shield number,1.0,Substantiated (Charges)
12433,Black,Male,51.0,Discourtesy,Word,1.0,Substantiated (Charges)
12695,Black,Male,21.0,Force,Physical force,69.0,Unsubstantiated
12695,Black,Male,21.0,Abuse of Authority,Search (of person),69.0,Exonerated
26872,Black,Male,35.0,Abuse of Authority,Strip-searched,77.0,Exonerated
26872,Black,Male,35.0,Abuse of Authority,Threat of force (verbal or physical),77.0,Unsubstantiated
27104,White,Male,29.0,Offensive Language,Religion,77.0,Substantiated (Charges)
27104,White,Male,29.0,Discourtesy,Word,77.0,Substantiated (Charges)
28895,Black,Male,34.0,Discourtesy,Word,77.0,Unsubstantiated
28895,Black,Male,34.0,Force,Physical force,77.0,Exonerated
40299,Black,Male,36.0,Abuse of Authority,Refusal to provide shield number,14.0,Unsubstantiated
40299,Black,Male,36.0,Force,Physical force,14.0,Exonerated
40299,Black,Male,36.0,Abuse of Authority,Threat of arrest,14.0,Exonerated
22445,Black,Male,43.0,Abuse of Authority,Question,23.0,Substantiated (Charges)
34324,White,Male,46.0,Abuse of Authority,Stop,103.0,Substantiated (Formalized Training)
22445,Black,Male,43.0,Abuse of Authority,Refusal to provide name/shield number,23.0,Unsubstantiated
22445,Black,Male,43.0,Abuse of Authority,Frisk,23.0,Exonerated
22445,Black,Male,43.0,Abuse of Authority,Search (of person),23.0,Unsubstantiated
34324,White,Male,46.0,Abuse of Authority,Frisk,103.0,Unsubstantiated
34324,White,Male,46.0,Abuse of Authority,Search (of person),103.0,Unsubstantiated
34324,White,Male,46.0,Force,Physical force,103.0,Unsubstantiated
34324,White,Male,46.0,Discourtesy,Word,103.0,Unsubstantiated
34324,White,Male,46.0,Abuse of Authority,Threat of arrest,103.0,Unsubstantiated
34324,White,Male,46.0,Abuse of Authority,Search (of person),103.0,Unsubstantiated
34324,White,Male,46.0,Abuse of Authority,Refusal to provide name/shield number,103.0,Substantiated (Formalized Training)
34541,Black,Female,50.0,Abuse of Authority,Refusal to provide name/shield number,103.0,Unsubstantiated
36696,Black,Male,35.0,Abuse of Authority,Vehicle search,105.0,Exonerated
36696,Black,Male,35.0,Abuse of Authority,Vehicle stop,105.0,Unsubstantiated
40979,Black,Female,29.0,Abuse of Authority,Retaliatory arrest,78.0,Substantiated (Command Discipline B)
40979,Black,Female,29.0,Abuse of Authority,Interference with recording,78.0,Substantiated (Command Discipline B)
40979,Black,Female,29.0,Abuse of Authority,Stop,78.0,Substantiated (Command Discipline B)
40979,Black,Female,29.0,Force,Physical force,78.0,Unsubstantiated
40979,Black,Female,29.0,Force,Physical force,78.0,Exonerated
33463,Black,Female,16.0,Abuse of Authority,Other,71.0,Substantiated (Formalized Training)
33463,Black,Female,16.0,Abuse of Authority,Refusal to provide name/shield number,71.0,Exonerated
22782,Hispanic,Female,25.0,Force,Nightstick as club (incl asp & baton),75.0,Unsubstantiated
17952,Black,Male,,Abuse of Authority,Search (of person),75.0,Unsubstantiated
17952,Black,Male,,Abuse of Authority,Stop,75.0,Unsubstantiated
17952,Black,Male,,Abuse of Authority,Frisk,75.0,Substantiated (Charges)
22171,Black,Male,44.0,Abuse of Authority,Question,75.0,Exonerated
22171,Black,Male,44.0,Discourtesy,Action,75.0,Unsubstantiated
23650,Black,Male,28.0,Abuse of Authority,Threat of arrest,75.0,Unsubstantiated
30938,White,Male,29.0,Abuse of Authority,Threat of arrest,62.0,Exonerated
30938,White,Male,65.0,Abuse of Authority,Threat of arrest,62.0,Exonerated
31922,Asian,Male,24.0,Force,Physical force,62.0,Unsubstantiated
34070,Asian,Male,45.0,Abuse of Authority,Refusal to obtain medical treatment,62.0,Substantiated (Command Discipline A)
30066,Black,Male,47.0,Abuse of Authority,Refusal to provide name/shield number,77.0,Substantiated (Command Discipline B)
30066,Black,Male,47.0,Force,Physical force,77.0,Unsubstantiated
30066,Black,Male,47.0,Discourtesy,Action,77.0,Substantiated (Command Discipline B)
30066,Black,Male,47.0,Abuse of Authority,Other,77.0,Substantiated (Command Discipline B)
30066,Black,Male,47.0,Abuse of Authority,Retaliatory arrest,77.0,Substantiated (Command Discipline B)
40979,Black,Female,29.0,Abuse of Authority,Interference with recording,78.0,Substantiated (Command Discipline B)
24539,Black,Male,33.0,Abuse of Authority,Threat of force (verbal or physical),75.0,Unsubstantiated
12120,Black,Male,15.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
12120,Black,Male,15.0,Force,Physical force,81.0,Unsubstantiated
12120,Black,Male,15.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
12120,Black,Male,15.0,Abuse of Authority,Question and/or stop,81.0,Substantiated (Charges)
12120,Black,Male,15.0,Abuse of Authority,Other,81.0,Substantiated (Charges)
15652,Black,Male,15.0,Force,Nightstick as club (incl asp & baton),94.0,Exonerated
24539,Black,Male,33.0,Discourtesy,Word,75.0,Unsubstantiated
12120,Black,Male,15.0,Force,Physical force,81.0,Unsubstantiated
12120,Black,Male,15.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
12120,Black,Male,15.0,Abuse of Authority,Other,81.0,Substantiated (Charges)
12120,Black,Male,15.0,Abuse of Authority,Question and/or stop,81.0,Substantiated (Charges)
15889,White,Female,17.0,Abuse of Authority,Threat of arrest,6.0,Unsubstantiated
16276,White,Female,39.0,Abuse of Authority,Threat of arrest,14.0,Substantiated (Charges)
16452,Black,Male,61.0,Abuse of Authority,Search (of person),25.0,Unsubstantiated
16452,Black,Male,61.0,Abuse of Authority,Frisk,25.0,Unsubstantiated
40990,Black,Male,56.0,Abuse of Authority,Threat to damage/seize property,84.0,Unsubstantiated
34498,Black,Male,50.0,Abuse of Authority,Search (of person),25.0,Unsubstantiated
10879,Black,Male,17.0,Abuse of Authority,Frisk,43.0,Exonerated
10879,Black,Male,17.0,Abuse of Authority,Search (of person),43.0,Exonerated
10879,Black,Male,17.0,Abuse of Authority,Question and/or stop,43.0,Exonerated
10879,Black,Male,17.0,Force,Physical force,43.0,Exonerated
30093,Black,Male,23.0,Force,Gun Pointed,28.0,Unsubstantiated
30093,Black,Male,23.0,Abuse of Authority,Strip-searched,28.0,Exonerated
34498,Black,Male,50.0,Abuse of Authority,Stop,25.0,Unsubstantiated
34498,Black,Male,,Abuse of Authority,Stop,25.0,Unsubstantiated
34498,Black,Male,50.0,Abuse of Authority,Frisk,25.0,Substantiated (Formalized Training)
36407,Black,Male,48.0,Abuse of Authority,Frisk,25.0,Substantiated (Charges)
36407,Hispanic,Male,34.0,Abuse of Authority,Search (of person),25.0,Substantiated (Charges)
36407,Black,Male,48.0,Abuse of Authority,Search (of person),25.0,Substantiated (Charges)
36407,Black,Male,48.0,Abuse of Authority,Strip-searched,25.0,Unsubstantiated
9597,Black,Male,24.0,Abuse of Authority,Question and/or stop,40.0,Exonerated
10914,Black,Male,20.0,Abuse of Authority,Question and/or stop,40.0,Unsubstantiated
11035,Hispanic,Male,34.0,Abuse of Authority,Search (of person),40.0,Unsubstantiated
11035,Hispanic,Male,34.0,Abuse of Authority,Frisk,40.0,Substantiated (Command Discipline)
11035,Hispanic,Male,34.0,Abuse of Authority,Question and/or stop,40.0,Substantiated (Command Discipline)
26218,Black,Male,20.0,Force,Pepper spray,40.0,Exonerated
26218,Black,Male,20.0,Force,Physical force,40.0,Exonerated
30778,Hispanic,Male,49.0,Discourtesy,Word,40.0,Unsubstantiated
36682,Hispanic,Male,23.0,Abuse of Authority,Threat of summons,83.0,Exonerated
7328,White,Female,17.0,Abuse of Authority,Refusal to provide name/shield number,107.0,Substantiated (Command Discipline)
7328,White,Female,17.0,Force,Physical force,107.0,Exonerated
7766,Black,Female,42.0,Abuse of Authority,Question and/or stop,110.0,Exonerated
8672,Hispanic,Female,19.0,Abuse of Authority,Threat of force (verbal or physical),109.0,Exonerated
36682,Hispanic,Male,23.0,Abuse of Authority,Refusal to provide name/shield number,83.0,Unsubstantiated
26218,Black,Male,20.0,Force,Physical force,40.0,Exonerated
9953,Black,Female,43.0,Abuse of Authority,Threat of arrest,75.0,Exonerated
36808,Black,Male,17.0,Force,Physical force,90.0,Exonerated
36808,Black,Male,17.0,Abuse of Authority,Threat of force (verbal or physical),90.0,Substantiated (Formalized Training)
17873,Black,Female,18.0,Force,Physical force,90.0,Exonerated
17873,Black,Female,18.0,Discourtesy,Word,90.0,Unsubstantiated
31986,White,Male,24.0,Discourtesy,Word,90.0,Substantiated (Formalized Training)
31986,White,Male,24.0,Abuse of Authority,Threat of arrest,90.0,Substantiated (Formalized Training)
30828,Black,Male,32.0,Abuse of Authority,Frisk,41.0,Substantiated (Command Discipline A)
30828,Black,Male,32.0,Abuse of Authority,Vehicle search,41.0,Substantiated (Command Discipline A)
12490,Black,Male,57.0,Force,Gun Pointed,6.0,Exonerated
12490,Black,Male,57.0,Abuse of Authority,Vehicle stop,6.0,Exonerated
18520,White,Male,22.0,Abuse of Authority,Retaliatory summons,18.0,Exonerated
18520,White,Female,23.0,Discourtesy,Word,18.0,Unsubstantiated
26875,Hispanic,Male,36.0,Force,Physical force,18.0,Unsubstantiated
30248,White,Male,19.0,Force,Physical force,13.0,Substantiated (Command Discipline A)
40138,Black,Male,26.0,Discourtesy,Word,40.0,Substantiated (Formalized Training)
42212,Black,Male,31.0,Force,Physical force,40.0,Exonerated
42276,Hispanic,Male,26.0,Force,Hit against inanimate object,40.0,Unsubstantiated
42498,Black,Male,28.0,Force,Physical force,40.0,Exonerated
42498,Black,Male,28.0,Abuse of Authority,Search (of person),40.0,Substantiated (Command Lvl Instructions)
38814,Black,Male,59.0,Discourtesy,Word,40.0,Substantiated (Command Lvl Instructions)
39457,Black,Female,34.0,Abuse of Authority,Strip-searched,40.0,Exonerated
39457,Hispanic,Female,23.0,Abuse of Authority,Strip-searched,40.0,Exonerated
39602,Hispanic,Male,25.0,Force,Physical force,40.0,Unsubstantiated
40349,Hispanic,Male,40.0,Force,Physical force,40.0,Exonerated
4555,Hispanic,Male,13.0,Force,Physical force,66.0,Substantiated (Command Discipline)
4555,Hispanic,Male,13.0,Abuse of Authority,Threat of force (verbal or physical),66.0,Substantiated (Command Discipline)
4555,Hispanic,Male,13.0,Abuse of Authority,Threat of arrest,66.0,Exonerated
4555,Hispanic,Male,13.0,Discourtesy,Other,66.0,Substantiated (Command Discipline)
32115,Black,Male,14.0,Discourtesy,Word,60.0,Substantiated (Formalized Training)
32115,Black,Male,14.0,Abuse of Authority,Other,60.0,Unsubstantiated
36742,Black,Male,21.0,Force,Physical force,40.0,Exonerated
36828,Hispanic,Male,28.0,Abuse of Authority,Refusal to provide name/shield number,40.0,Unsubstantiated
39602,Hispanic,Male,25.0,Force,Physical force,40.0,Exonerated
39602,Hispanic,Male,25.0,Force,Physical force,40.0,Unsubstantiated
39602,Hispanic,Male,25.0,Discourtesy,Word,40.0,Substantiated (Command Lvl Instructions)
37673,Hispanic,Male,29.0,Force,Physical force,40.0,Substantiated (Charges)
37673,Hispanic,Male,29.0,Force,Physical force,40.0,Unsubstantiated
26668,White,Male,25.0,Force,Physical force,94.0,Substantiated (Charges)
29380,Hispanic,Female,23.0,Abuse of Authority,Stop,73.0,Exonerated
5944,Black,Male,18.0,Abuse of Authority,Threat of force (verbal or physical),42.0,Substantiated (Charges)
5944,Black,Male,18.0,Force,Physical force,42.0,Substantiated (Charges)
6491,Hispanic,Female,21.0,Discourtesy,Word,40.0,Unsubstantiated
6491,Hispanic,Female,27.0,Force,Physical force,40.0,Exonerated
41740,White,Male,31.0,Abuse of Authority,Stop,14.0,Unsubstantiated
41924,White,Female,33.0,Abuse of Authority,Search (of person),14.0,Substantiated (Command Discipline A)
41924,White,Female,33.0,Abuse of Authority,Failure to provide RTKA card,14.0,Unsubstantiated
43387,Black,Male,27.0,Abuse of Authority,Threat of arrest,40.0,Exonerated
43387,Black,Male,27.0,Discourtesy,Word,40.0,Substantiated (Command Lvl Instructions)
43387,Black,Male,27.0,Force,Physical force,40.0,Exonerated
41924,White,Female,33.0,Abuse of Authority,Failure to provide RTKA card,14.0,Unsubstantiated
41924,White,Female,33.0,Abuse of Authority,Forcible Removal to Hospital,14.0,Substantiated (Command Discipline A)
35593,White,Male,59.0,Abuse of Authority,Refusal to obtain medical treatment,14.0,Unsubstantiated
35593,White,Male,59.0,Force,Physical force,14.0,Exonerated
23924,Black,Male,18.0,Force,Pepper spray,70.0,Exonerated
35593,White,Male,59.0,Abuse of Authority,Refusal to provide name/shield number,14.0,Unsubstantiated
35593,White,Male,59.0,Force,Nightstick as club (incl asp & baton),14.0,Exonerated
35593,White,Male,59.0,Abuse of Authority,Threat of arrest,14.0,Exonerated
38217,White,Male,30.0,Force,Physical force,14.0,Substantiated (Charges)
38217,White,Male,30.0,Abuse of Authority,Threat of arrest,14.0,Substantiated (Charges)
38217,White,Male,30.0,Abuse of Authority,Interference with recording,14.0,Substantiated (Charges)
38217,White,Male,30.0,Discourtesy,Word,14.0,Substantiated (Charges)
40772,Hispanic,Female,23.0,Abuse of Authority,Threat re: removal to hospital,13.0,Unsubstantiated
40772,Hispanic,Female,23.0,Abuse of Authority,Forcible Removal to Hospital,13.0,Substantiated (Formalized Training)
37988,Hispanic,Male,53.0,Discourtesy,Word,46.0,Substantiated (Command Discipline A)
7609,Black,Male,18.0,Discourtesy,Word,73.0,Unsubstantiated
13971,Black,Male,33.0,Force,Physical force,71.0,Exonerated
14534,White,Male,44.0,Force,Physical force,71.0,Exonerated
14534,White,Male,33.0,Discourtesy,Word,71.0,Unsubstantiated
14534,White,Male,33.0,Abuse of Authority,Threat of arrest,71.0,Unsubstantiated
14534,White,Male,33.0,Force,Physical force,71.0,Substantiated (Charges)
14534,White,Male,33.0,Abuse of Authority,Refusal to provide name/shield number,71.0,Substantiated (Charges)
25409,Black,Male,40.0,Discourtesy,Word,63.0,Unsubstantiated
30325,Hispanic,Female,37.0,Force,Physical force,46.0,Exonerated
32592,Black,Female,34.0,Force,Physical force,46.0,Exonerated
32592,Black,Female,34.0,Discourtesy,Word,46.0,Unsubstantiated
37988,Hispanic,Male,53.0,Abuse of Authority,Threat of arrest,46.0,Exonerated
15330,Black,Male,27.0,Force,Gun Pointed,79.0,Unsubstantiated
15330,Black,Male,27.0,Abuse of Authority,Search (of person),79.0,Substantiated (Charges)
15330,Black,Male,27.0,Abuse of Authority,Stop,79.0,Substantiated (Charges)
15330,Black,Male,29.0,Abuse of Authority,Frisk,79.0,Substantiated (Charges)
15330,Black,Male,29.0,Abuse of Authority,Search (of person),79.0,Substantiated (Charges)
23730,Black,Male,42.0,Abuse of Authority,Stop,79.0,Unsubstantiated
23730,Black,Male,42.0,Abuse of Authority,Frisk,79.0,Unsubstantiated
23730,Black,Male,42.0,Abuse of Authority,Other,79.0,Unsubstantiated
4627,Black,Male,37.0,Abuse of Authority,Threat of force (verbal or physical),76.0,Unsubstantiated
4627,Black,Male,37.0,Abuse of Authority,Retaliatory arrest,76.0,Exonerated
32228,Black,Male,17.0,Abuse of Authority,Stop,84.0,Substantiated (Command Discipline A)
32228,Black,Male,17.0,Abuse of Authority,Threat of arrest,84.0,Substantiated (Command Discipline A)
